dimensions;clusters;delta;sample_size;data;true_means;true_labels 
1;3;3;50;[1.0001888329882007, 3.702910772455772, -0.09291507335254812, -1.6083082566872604, -3.770584239250355, -1.2514189990350126, -2.479721598965913, -0.07426618346222025, 3.918389391469914, 2.392153471834303, 2.4995777062979796, -2.7489942197263204, -0.864125573479599, 1.349961271810868, -0.8436599990339224, -0.2654040220867071, 4.5046858306561255, 4.5429766613996945, -3.7614649057729226, 2.084329757317122, 5.377681702482083, 3.526597014906721, 1.1187354930629496, -0.8019631367852962, -1.223912779142002, 3.198891944153919, 5.5105673821682135, 3.141501066571557, 4.0810066358442505, 3.91944068595938, 1.031048899951083, -2.877578585435461, 1.3837865919893149, -2.1568158434989373, 2.911365613383584, 1.043278172089663, 4.830426623704318, 0.631210195952609, 5.8422051471914624, -1.003619573503197, 3.3041327014441384, 5.607625013892754, 4.004738324363702, 3.0618684323061243, -1.8462586295116348, 4.273297321048552, 0.8090771345628928, 4.612998737193994, 0.5714682596965881, -2.168806337959746];[-2.0, 1.0, 4.0];[1, 2, 1, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 1, 0, 0, 2, 2, 1, 2, 2, 1, 0, 1, 0, 2, 1, 2, 1, 2, 0, 2, 2, 2, 2, 0, 2, 1, 2, 1, 0]
1;3;6;50;[7.47874981709307, 2.312038269580958, 7.004917386564196, 2.559053749065573, 1.0153513686932099, 1.4651282811103898, 2.820522558326509, -0.6652055581425855, 7.105198619629859, 0.5858711236923331, 3.944506936063069, 1.6084630329667697, -5.994870696855958, 7.171788552194802, -5.027317507637116, 5.96801301502672, 8.648374383525152, 2.283141119007739, 6.815370000373422, -0.5694700143248503, 0.18430699234435288, 5.33954635960149, 8.455268031295788, -5.093171375282449, -4.557935650648969, 5.881468044589733, 0.34467331231737286, -4.957581692209106, 7.793659893992493, -6.410384299829123, -4.980639190865449, -4.994422015548141, -0.20549507979371673, -5.707767788015425, -4.15332878097976, 2.352946716830055, -3.0375502065631235, 7.3636265096129065, 1.1504472349533068, -5.711672127504929, -4.439018488602701, -4.276015012638931, -3.951223699160367, 2.2451180527841776, 1.4556898720181504, -5.548919033461653, 5.681125687525451, 0.7053060197038693, -5.768496696073201, 6.6574297820352735];[-5.0, 1.0, 7.0];[2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 0, 2, 0, 2, 2, 1, 2, 1, 1, 2, 2, 0, 0, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 2, 1, 0, 2]
1;3;0.25;75;[3.150548098486329, 1.3780733302408863, -0.04648659014479395, 0.4917259227015012, 0.8597324085177762, 2.0635485892432945, 0.819949191535738, 0.34207141556345744, 0.9664439297728697, 0.3701919668885537, -0.2790016152393586, 0.9162163739973589, 1.3100697094108527, 2.3693962265513955, 1.880156676968768, 2.4348168324002204, 1.5361277091317829, 0.8577733758002226, 1.3880271762513459, -0.28429246119602114, 0.7305174886478858, 0.7526239959023628, 1.3477788683091074, -0.6722991746491103, 1.1440437718079899, 0.3094815736462324, 0.2730390842659015, 1.8433594840836627, 1.0950890281189911, 0.8488234563100479, 2.5563514075139544, 0.22009352922803838, 0.606993753588992, -0.11886091732796022, 2.115594941394448, 0.5220026942088707, -0.40939313217127715, 0.8483862290415247, 1.8110602137435339, 2.464349173692424, 1.983851179959033, 0.39081412581374286, 2.210826057801037, 1.4320224961423225, 2.4846063580286657, 2.3928166528826718, 1.3963508453270854, -0.15573706389080866, 0.2867273513761883, 2.953448400759437, 1.8576815352471283, 0.6832347365354734, 1.946500587087638, 1.3363326704392553, 0.5113334690272577, 1.0246093324616417, 2.861010794542798, -0.06497123113552106, 0.814945451951417, 0.5921528673503987, 1.1329955379707626, 0.6268330726069467, 2.952072604340107, 0.7953602084546849, -0.0428220622650175, 1.2435058728117923, -0.06875808908149494, 3.912021122799609, 1.3346308053321374, 1.4029981531299325, 1.9259834970393723, 2.2609702413031902, 0.15932684214576032, -0.3180912669327933, 2.251939289813766];[0.75, 1.0, 1.25];[1, 0, 0, 2, 1, 1, 2, 2, 0, 1, 2, 0, 0, 1, 1, 2, 0, 2, 1, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 2, 1, 2, 0, 2, 1, 2, 0, 2, 2, 1, 1, 2, 1, 0, 1, 2, 2, 2, 0, 1, 1, 1, 0, 2, 1, 1, 2, 1, 2, 2, 0, 0, 2, 2, 1, 2, 2, 2, 1, 1, 0, 0, 0, 1, 2]
1;3;0.5;75;[1.228348999564746, 1.0116527149476175, 1.3125725664153975, -0.048747132859999986, -1.257932213995737, 1.607795278456275, 0.8730541742853271, 3.052425820144553, 1.5284710635808592, 0.39612795183276495, 0.43869457447088855, -1.9645294351467415, 0.9744875161537456, 0.4188570218810317, 0.7124994688552834, 1.084268781898657, 0.7074694602448799, -0.7486848212916279, 1.0199438594659012, 1.6232338720276325, 1.6241546656318262, 2.121594462358299, -0.44911748151905684, 1.8840300187920551, 1.3792484755962986, -0.336256334379071, 0.8187407899984643, -0.6435461271862728, 1.339024212452878, 2.896712884393525, 0.6826373442182594, -0.009194364575124903, 0.7235508771036517, 0.2478971505061771, 0.333656851511407, 2.3198238019455406, 2.083533904046523, 1.137630612089854, -0.09524449252235856, 2.2720022722053095, 1.3334137195909623, -0.11686905357464239, 2.5204025666222583, 0.22933253120412544, 0.12673484596048612, 1.6845366111213305, 0.873234288976503, -0.7675453109841881, 1.2872530464911847, 0.9574377780285255, 1.297548842393098, -0.6562463641309884, 1.2429112914127458, 1.2049237686949181, -0.3577627712372511, 0.7785556072262337, 1.3308410296033464, 2.010146505041886, 0.7420271921568817, 1.4779706133222064, 1.5926520360600072, -0.10009786981965463, 0.8666083528797609, 2.6751883308567668, 0.5110695190270289, 1.2024172203402066, -1.1360248040134118, 0.1619220763514554, 1.7389722320817245, 2.252567106981797, 0.7797543303602615, 2.058162742661409, -0.9100646524214351, 1.683364529717389, 1.1544253404065712];[0.5, 1.0, 1.5];[0, 1, 2, 1, 1, 1, 1, 2, 0, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 2, 2, 0, 1, 1, 1, 0, 1, 2, 1, 2, 1, 2, 1, 2, 2, 0, 1, 2, 1, 2, 0, 1, 0, 2, 2, 1, 1, 1, 2, 2, 0, 2, 0, 0, 2, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2]
1;3;0.75;75;[0.3121834793518815, -0.3099308113828092, 1.0417419474309026, 2.2924538262312657, 0.6133885966135422, -0.3429498918567552, 2.5325003739509544, 1.7200318377157873, 0.233805965398033, 2.592848426969303, 0.7505800208868932, 2.0256567804748022, -0.2386423854810864, 2.3376092858171256, 1.4784465393104533, -0.36821278527396095, 0.9493948012379386, 1.9297882888362674, -0.33478526317995283, 1.8281361824037743, 1.3970646338759654, 1.135831983739515, -1.5659168306952038, -0.9814912628770305, 1.686831737923238, -0.4865480387923885, 2.485116200363402, -1.8743653462304195, 0.036477689577831374, -0.1051928901639887, 1.9680097109699433, -0.34479867804332764, 0.002494253602956853, 1.522952749979036, 2.468211554808125, 0.13335298273054552, 2.224526885622594, 1.9057653062615367, 1.8132463077179495, 2.622529759887354, 3.1245558616520706, 1.125710328999902, 2.381219826845391, 0.07063756138352562, 0.7698550338301807, 0.8684213572559605, 0.8023648758467959, 1.1880393680723969, 1.4192965015058383, 2.8702679140636422, 0.5748145417399069, 0.13436125088962653, 1.3487325351688462, -0.3196612601633956, 0.2802539797037879, -0.3438871038334932, 2.159026667297915, 2.30570949926289, 3.1236615253603537, 1.5424601526115351, 2.8983545160635202, 1.7816763504892676, 3.0443077672705017, 2.886254196384705, 1.9224842129612272, -0.3945741093809729, 1.3906363105563724, 0.8725040274128542, 1.3599718934687168, 3.0100149438082964, 1.589045923600279, 2.3749961136602478, 2.0936672516755, 0.2013976662918537, 1.5442210147984539];[0.25, 1.0, 1.75];[0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 1, 2, 0, 2, 1, 0, 2, 1, 0, 1, 1, 2, 1, 0, 2, 0, 1, 0, 1, 1, 2, 2, 2, 0, 2, 1, 2, 1, 0, 0, 1, 0, 2, 1, 0, 2, 0, 1, 2, 2, 1, 0, 1, 0, 0, 1, 1, 2, 0, 0, 2, 2, 2, 2, 2, 0, 0, 2, 0, 2, 2, 2, 0, 0, 0]
1;3;1;75;[-0.7814098760959642, 1.4586718760637345, 1.9284491102358907, 1.439578440944695, 2.462087527281529, -0.08138692141329718, 0.06275702749651724, 3.038965229889158, 1.6929412869674996, 1.1688528691670157, 2.633677587473092, 3.479590517929497, 0.7760717725949186, 3.0191573172869903, 0.21785454563868462, 0.3544450759309523, 1.3936889507303825, -0.042385050581028594, -0.3887564848358624, 0.289904645013606, 0.6696930576523158, 0.4967769813486326, 1.2047452280763642, 0.7117184228740334, 2.2986866836509847, 2.162179925870555, -0.5799539496127765, 0.7214543834906819, 3.2060335825151096, 0.8196205813382011, 3.885947723324932, 1.87859484643181, -1.849871886144868, 1.1677268702720656, 0.2450170468064029, 0.23002457543966293, 0.36720999402125976, 2.3313152513260795, 0.9373559418073979, 1.2681500469056488, 2.137440367578038, 3.7242720877658453, 2.1947939698420234, 0.23263842854701208, 3.3390064380043114, 1.058664054758469, 0.12574096047436611, 1.3906023922416408, -0.07057482911368848, -2.0980277694040987, 2.6997501504290007, -0.16608400005090385, 3.524200009465819, 1.1989165599106366, -0.6854600875646046, 1.3858996093254687, -0.9875248604237203, 0.39234810331201725, 2.210560853729387, -0.7760071187426791, 2.995708049846798, -1.345927444983663, 2.11727632497679, -1.3938419563028654, 1.0164495577084407, 0.30092775497779334, 1.883435703065971, 0.9069750693877585, 3.3336063437989383, 0.06277782794107356, -0.5110131650664035, 2.0063057709740892, 0.7827913767552074, 2.785174044032151, -0.5506468221862321];[0.0, 1.0, 2.0];[0, 1, 1, 2, 1, 1, 0, 1, 2, 2, 2, 2, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 2, 2, 0, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 0, 1, 2, 0, 0, 2, 1, 2, 1, 0, 1, 0, 0, 1, 2, 2, 0, 1, 0, 2, 1, 1, 1, 2, 1, 0, 2, 0, 2, 0]
1;3;3;75;[-1.3090980735294167, 0.6129174639181558, 2.410706173490933, -1.6389594597055352, 4.487316802913384, 2.9018283563707605, 1.182884758651202, -1.544188054027431, -1.1363313541841331, -1.426654392498449, -1.029798459804811, 4.5155434437689035, -0.21704187242056516, -2.255352665120868, -1.197407419184768, -0.5699064730688956, 0.9900180549899226, -2.3557072693931165, -3.361760524335093, 0.45604613922025994, -2.0935434653416207, 1.4771468175260558, 1.0618399362439173, 0.4928749556417894, 3.808586082840625, 5.8113735490738225, 3.947961882684338, 4.035836635475454, 5.392221501670139, -0.28601476066932574, -2.5173260136799214, 1.6241381245989448, -2.175776370186885, 3.1905451924380235, -2.926065259886651, 3.010053587281273, 2.259716823173161, 1.4733625998402555, -0.08064602660087639, -3.101720418554307, 3.5825209296830227, 1.5820192603876513, -0.7277113367786523, 0.2703321809688366, 3.6683677970921713, -3.300750284010744, 3.8040968961112034, 1.4764289091893135, 1.8413531358536661, 3.537377158579018, 0.3200326665364257, -1.80111986955942, 1.4358521077475126, 2.6776000818281966, 1.301157809156084, 3.5070679424245883, -0.5154017889593299, -1.8575090941913788, 2.0619590177160854, 0.6299236924907616, -2.803861333343019, 4.548915589200165, 0.5590603151477487, 3.5590782711996996, 3.790989015321987, 3.138122245403164, -0.7957849421867664, -1.695689355027131, 4.2964056526440775, 0.6869243821298172, 0.9224503167276066, 1.2365180850143243, 3.7767666103522166, 0.6931168366605291, 3.769603219455238];[-2.0, 1.0, 4.0];[0, 1, 1, 1, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 1, 0, 2, 2, 0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 1, 2, 1, 2, 1, 0, 2, 1, 0, 2, 1, 2, 2, 2, 0, 0, 2, 1, 1, 1, 2, 1, 2]
1;3;6;75;[1.5851833910287416, 6.395685216725218, -1.2821887240468803, -5.7442932185793385, 4.71622930704951, 7.139793194696323, -0.12812328476213652, -5.766681377183399, -0.2788116851731217, 2.2582902112863623, 7.06195210893183, 0.7867333874785919, 5.759488060602669, -5.688192566657068, 6.840978417223473, 6.315309459802464, 6.175393731251679, -5.861365193529945, 8.873336198396911, 1.4118255067679164, -5.4735678913751995, -0.008611058168666252, 2.2623088142286307, 5.726146877884403, 1.2733024791388388, -5.263300079217568, 4.93249734104835, 0.9575713311760088, 6.9125220722504395, -1.1206440363590362, 0.5846253184832837, -5.205847537981449, -0.06640562053885501, -4.553966864795413, -4.59089880739258, 1.2826604103128152, 1.5624487642469929, 7.261093169967252, -6.779554814649239, 6.6674017901167115, -5.936413610228462, 9.883888837440633, -5.180364766124082, 0.924434010131162, 0.6291350184109124, -7.316831688355742, -4.7677886759689825, -4.370408660590643, -3.6905184024119837, -4.62912187326011, 2.905393365301603, 5.738136412021032, 1.827285929453632, 0.279957167917095, -4.660322903856601, -6.636655378041041, -6.85140327844923, -0.12574074745717656, -4.597462907110809, -4.391566359688382, 6.995914855278251, 8.09287835333389, -6.150368025698176, -5.328549111679589, -4.547511488404782, 1.833487409861962, 2.415579466554717, -1.9481100769312203, 7.179228456889631, 7.45677925940166, 0.7936592582455397, -2.8600144494894586, -3.6263657377046354, -4.004185491379321, 6.819006564716641];[-5.0, 1.0, 7.0];[1, 2, 1, 0, 2, 2, 1, 0, 1, 1, 2, 1, 2, 0, 2, 2, 2, 0, 2, 1, 0, 1, 1, 2, 1, 0, 2, 1, 2, 1, 1, 0, 1, 0, 0, 1, 1, 2, 0, 2, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 1, 1, 0, 2, 2, 1, 0, 0, 0, 2]
1;3;0.25;100;[2.150635760768597, 0.05769048648893249, 1.3161752783034304, 2.0209306482307294, 0.5822803806537783, 0.5717650864323772, -1.376295439370086, 1.1924585345937224, 2.2530962514889596, 1.6089302389144247, -0.04335388319418976, 2.248906267087745, 1.334829323649817, 0.8423548073899327, -0.28259497915411336, -1.1005081197413644, 1.5037288417822672, -0.26952454302036677, 1.617380123126333, 0.721354107193714, 1.1911747310090548, -0.5703825873728074, 1.8395589007064668, 0.7570771845946886, 1.6047217536904501, 0.7685708909201756, 0.8434843047658422, 1.058096460333929, 0.5357784806843607, 0.9552537463923038, 1.6052543373804276, -0.37548301480109125, 1.730263526211267, 0.3549945917976286, 0.4086133175202731, 1.251849494160249, -0.30453250885563654, 1.7593967772891084, 0.25205357425334884, 0.3757825829589413, 1.0524206989885359, -0.030642187891999018, 1.1530174003964226, -0.6331338837321905, -0.6557173990662375, 0.682906898979708, 1.621537291449061, 2.1161431082658817, 0.7092835346165554, 2.7911974304080758, -0.1800267199856579, 0.6113404147524044, -1.2449011168623731, 0.5147812821482712, -0.16944052120601794, -1.6011235813479696, 2.1817186270226263, 0.9533849858442172, 1.5393275147260477, 1.935244526160956, 0.7908628877187164, -0.42420027304059116, 0.7974364238195311, 0.5685049597596581, 1.1255380117356402, 1.293213717263213, 1.2217379971154783, 0.137304208360012, -0.40115030272823415, 1.9938889421141552, 2.403102893743922, 1.1733399848048378, 0.375133488272721, 2.0550271732165526, 1.26382357595586, -0.6875613356240393, 1.5516877209833009, 0.6711855737077662, 0.6625987089999774, 1.401526617342735, 0.2663218543106109, 1.4185373092724078, 0.8149004839998428, 0.6771064151012769, -0.28424640235018517, 1.8104439224172215, 0.6034266859988803, 1.8765141613917684, 0.6671984510235968, 0.6798596458323748, 2.4234361005204703, 0.022642082077485415, -0.05342983716886873, 1.9363488082684617, 0.4422604223940241, 2.5930896283650693, 0.28675576450815654, -1.203060457289626, 0.1452849730794138, 2.261914281143273];[0.75, 1.0, 1.25];[2, 1, 0, 0, 2, 2, 1, 2, 0, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 2, 2, 0, 1, 1, 0, 0, 0, 2, 1, 1, 2, 0, 1, 1, 1, 1, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2, 1, 2, 0, 0, 2, 2, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 2, 0, 1, 2, 1, 0, 2, 0, 0, 1, 0, 0, 2, 1, 1, 2, 0, 0]
1;3;0.5;100;[1.284055065594389, 2.7164963941885203, 1.977201306680576, 0.6495890694630833, 0.9930141860482018, -1.139951929377232, 2.7665092471643975, 3.2144850122174806, 1.11946635388513, -1.0973915475322418, 1.8283831210284351, 1.2108434993638035, 1.0188595883715421, 0.521179433786648, -0.4637755230017302, 1.164362698607558, 1.046208959373974, 0.008412851579447711, 1.530890207118321, 2.4799930820511475, -0.0987502615410093, 2.0803337574562333, 2.8525160536918492, 0.5672380605488063, 0.5127790284231858, 2.3513858597577246, 0.022230854660141852, 0.7876980149374371, 1.661095521747161, 2.0184204843383107, -0.3412602385154423, 0.8052890975330478, -0.34692818169949824, 2.14204623219757, 0.5166641532911453, 1.1622702638995526, 2.178838697766916, 0.6060981949264731, -1.1124693582778291, -0.16504860011380407, 0.017219003136469957, 2.5603286417436615, 0.49122011744009525, 1.4473073740582685, 1.9383729629594608, 0.8919299475036254, 0.09814359479804591, 1.922946220317644, 1.9760112439575397, 0.975910690617665, 1.1655894675789993, 0.3993975178903011, 1.0631260488468923, 1.7732924160202743, 1.3746012437463146, 1.2867585525194163, 2.2199310546430886, 0.9443668066573296, 1.41150912848312, 1.2381261861452462, 1.2394998474185224, -1.5477047482247537, 0.5540361339636325, -0.8410137014670771, 3.0913436521686846, 1.7119818824655497, 0.9427071700281868, 0.8459074922067832, -1.3137858923224524, 1.3376413649121848, 2.097313115911935, 1.0417216072764603, 1.8692678539130938, 1.800905429013269, -0.4088841941141388, 1.0405322872685188, -0.8651601944136234, 0.8263661160535365, 1.1736422398061113, -0.2995311334238945, -0.41657969413237184, 0.7007507738802435, 1.5606167810625757, 1.0549494407119613, 2.472415779647044, 2.084258351480093, 2.4420366083662057, 3.395181232818772, 1.2097584439675044, -0.6427873328668905, 1.111988549273344, -0.44255764726675784, 1.3046433420396617, 0.20561298421299562, 1.5673272320254166, 1.8913920899749177, 1.7590936453344426, 1.1309953526008092, 0.966205050427086, 0.7081521257943425];[0.5, 1.0, 1.5];[1, 2, 2, 2, 0, 0, 2, 1, 2, 0, 2, 1, 0, 1, 0, 2, 1, 2, 0, 2, 0, 2, 2, 1, 2, 2, 1, 0, 2, 2, 0, 0, 2, 2, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 2, 0, 2, 0, 2, 2, 2, 2, 0, 2, 0, 1, 1, 2, 2, 0, 2, 1, 1, 1, 2, 0, 0, 2, 1, 0, 2, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 2, 2, 1, 1, 2]
1;3;0.75;100;[2.542743110676388, -0.04679947206217433, 0.649087690184067, 2.046656868439314, -0.3167328791559533, 2.3440624329528754, 2.025062521225041, 2.1086215018998407, 0.39748205563448136, 1.775581693484405, 0.7247832010048889, 2.3086826105305844, 1.7010454779615185, 1.656448866855593, -0.6743294724976555, 0.49225744140170724, 0.8330894055908036, 1.4086623920437127, 1.5738728398950625, 0.3459257881523361, -0.03517790097382917, 0.4441832425399521, 1.2767286954985777, 1.745269989746199, 1.645789803544404, 1.4208778935674857, 2.367561761549767, 2.8500866825146014, 1.8646168513092922, 0.6739330282034925, 1.1162567115020314, 0.8622897560705437, 0.5591165833122792, 0.6142219540140677, 3.593190349407079, 0.19450959728226105, 1.24943851721047, 0.8758581724960295, 1.149973407999786, 0.5023995066394523, -0.5876233929003576, 1.7622508943753163, 0.48294102004675654, 1.4527871003813333, 1.7594331974263346, -0.2792330559393189, 0.29064468321914927, -0.18195114598693407, -0.01437856029772433, -0.1547753956633502, 2.8379642142796877, 0.4621189475619265, 1.9265390403676403, 0.851800693630664, 3.178896489944366, -0.37330324694648487, 0.7131642691119282, 0.9627609490663815, 0.549965758606056, -1.0314515979372667, 0.7829614984365003, 1.0437409079046203, 1.2241655755808112, 2.9064156568543353, 0.4509288113887514, 0.9834251635741252, 1.145022849440127, 1.954047303518816, -0.011486661158231604, -1.605101835486328, 0.39263907332093606, -0.47425112479704423, -0.25878246708652697, 1.1816509441288545, 0.0007196268622986501, -0.14411751509964216, 1.23034458503443, 0.05287314372804541, 4.087981986344854, 2.2935595908002524, 0.7744601501894368, 1.4088896359418186, 2.122554366484586, -1.3744833552726818, 0.7815857829347278, 0.9671853900985087, 2.292386951704209, 0.2620066541965156, 1.5655626976050556, 1.4916778773236796, 1.3389793823551834, 2.049142003655885, 2.7207580513626404, 1.2408317853355009, 0.44895442236154437, 1.7223150873189843, 1.6338759991867016, 1.221469311069706, -1.7591294573342022, -0.34161964308456993];[0.25, 1.0, 1.75];[2, 0, 1, 0, 0, 1, 2, 2, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 1, 0, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 0, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 1, 1, 0, 1, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 2, 1, 1, 1, 2, 0, 2, 0, 1, 0, 1, 2, 0, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 1, 2, 1, 0, 1, 2, 0, 0, 1, 1, 2, 0, 0]
1;3;1;100;[-0.5784323806314169, 1.492591074739747, -0.27002645558107746, 2.245477729949873, 1.5894202557288026, 0.49850732747517357, 0.7884749067543502, 0.5463188837725707, 1.1143494070708937, 2.7841875267411966, 4.328766332888515, 1.823407981498153, 1.6411938379852549, 3.496187995503417, 0.290940184785224, -0.12244955067970104, -0.2242488142218022, 1.2417686362993245, 0.14609698715415675, 1.753001706014132, -0.44716158016849283, 0.9338125066560041, 1.033005095813596, 1.9487683959330655, 2.0115561647550786, 0.6690200199624488, 0.5378397951488877, 3.0024304458131983, 2.4975610901464824, 4.152144531855775, -0.19285464418892798, 0.8145109279928633, 2.0510535167934694, 2.293200102489471, 3.97043277670397, 2.9997799816519857, 1.0391726780994173, 0.7212634398668496, 0.10062887847695631, 0.5479174680584858, -0.036395564885727545, 4.443478224889587, 0.8312676334050115, 1.7730889635777052, 1.9869100196483678, 2.5083007900144736, 0.4132630900989789, 0.5097045744798057, 0.8291785275135894, 1.0561006763700502, 0.8402802587981899, 2.7624681976463346, -0.23332852759489198, -0.43222609136810486, -0.699382656574675, 0.4274158151337172, 0.7378604934068553, 0.4277015869404577, 2.4061853336021275, 2.4349242627205734, 1.5265613074528674, 2.4333103233892976, -0.7746716600210783, 3.333974614697014, 0.18903128565117466, 2.009091855182016, -2.248431023729874, -0.18880631779145962, 1.3680678518723224, 0.3008548335861852, 0.33413920521661766, 2.749103073657191, -0.36526665870960273, 2.9084777562972657, 0.17210563035177096, 0.5292741689131317, 1.6633839363958334, 1.4151334489954253, 0.628026805783982, 1.410916538271039, -0.3496257780677719, 0.049381284479421444, 0.31688191643627633, -0.7577046062591903, 0.006040113589496926, 4.136347099709501, 0.1253903628924531, 2.2486676400300487, 0.23276811888636395, 1.4541974909134399, 0.9541588685129483, 2.756857660501196, 1.682351304456876, -0.036735922176827085, -0.715648660162644, -0.7051373504715953, 0.5065422144318337, 2.845163395657395, 2.039251862638984, 1.1783529147596403];[0.0, 1.0, 2.0];[0, 2, 0, 2, 0, 0, 1, 1, 1, 1, 2, 1, 2, 2, 1, 0, 2, 2, 1, 0, 0, 1, 1, 1, 2, 2, 0, 2, 1, 2, 0, 2, 2, 2, 2, 2, 1, 2, 0, 1, 0, 2, 2, 1, 1, 2, 2, 1, 1, 0, 0, 2, 2, 0, 0, 0, 0, 1, 2, 1, 1, 2, 0, 1, 0, 2, 0, 1, 0, 0, 2, 1, 1, 2, 2, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0]
1;3;3;100;[0.031490370854280636, 1.420400330088785, 3.731838993414327, -1.8173532416878533, -0.22945481302366844, 2.8775439966631464, 1.031831227988673, -2.1754567264667357, 2.8233790633943214, 3.815070551499179, -0.4468546095301418, 3.3302418648769816, 5.972215194580263, 2.2161482240169588, 2.4313222672940293, 1.124093415772851, -0.6155776419187955, -0.8134057007902251, -0.8881813394013038, 0.8403855032655279, -3.6370102170454714, 1.2677434615629906, -2.255357385799854, 2.908128768942944, 4.223986290051738, 2.010749899220914, -2.4630249123234256, -2.7616437073847226, -1.4688041107404641, 2.0403080501798474, 1.4801678969520955, 1.6844352061754306, 4.935763421608192, 1.6180149415354075, 3.898326140396216, 0.9018071195744302, 3.309811030785682, 3.600676535961221, 2.030230049797888, -2.070210522428227, -0.5722974235290648, -1.892180710093227, 1.8661811292373276, 3.3399214274549975, 3.988952554810505, -0.8847520191846068, -3.063687436243106, 0.3397592891781426, 4.72820259087476, 0.30698608370186, 2.907473996833885, -2.6154006383270483, 4.762226886051989, -2.4029796851499423, 4.583921414259835, 4.268862119992202, 3.747301258135628, 1.901451206390306, -1.529460439261413, 1.1796681458734244, 2.538708913807337, -0.009345046290993864, -1.3089357520434284, -0.0579843592460183, 3.4975873894707403, -2.1519370110128353, -1.634777707051088, -1.9640893524241203, 4.592118555758114, 4.569428786834282, 5.9334866910223205, 3.0779462308617926, -1.9250284265336537, 1.2506990230311446, -1.2107833876680059, 2.6031941320692136, 0.22065577581351614, -1.1062568977724314, 4.47577220586795, 4.2495118492605926, -1.8618202924727296, 3.1138193611539133, 3.008183647653781, -1.3821524114079236, 4.070821915906224, 5.282545536628593, -0.5367266940170696, 1.5776772170596622, 1.0945051421935277, -0.06956730888536677, 3.189332829262513, 0.44543769004525513, 4.274657070926284, 1.6650958423289268, 3.468040029295156, -2.526528660877589, 0.3447618431244226, -0.8650643093687416, -3.271758700320331, 1.3988575770098395];[-2.0, 1.0, 4.0];[1, 1, 2, 0, 0, 1, 1, 0, 2, 2, 1, 2, 2, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 2, 1, 0, 0, 0, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 0, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 2, 0, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 0, 0, 2, 0, 0, 0, 2, 2, 2, 2, 0, 1, 0, 1, 1, 0, 2, 2, 0, 2, 2, 0, 2, 2, 1, 1, 1, 0, 2, 1, 2, 1, 2, 0, 1, 0, 0, 1]
